date,keyword,search_index,campaign,site_dcm,placement,mission,creative,clicks,impressions,click_through_conversions,view_through_conversions,click_through_revenue,view_through_revenue
2017-12-10,mince pies,39,DO Brunch 300 x 250,Programmatic Trade Desk,PKXMYY_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x250,Brunch,DO Brunch 300 x 250,20,37518,0,99,0,8702.329998
2017-12-10,mince pies,39,DO Brunch 728 x 90,Programmatic Trade Desk,PKXMYZ_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 728x90,Brunch,DO Brunch 728 x 90,3,10161,0,28,0,2555.94
2017-12-10,mince pies,39,DO Brunch 300 x 600,Programmatic Trade Desk,PKXMZ0_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x600,Brunch,DO Brunch 300 x 600,7,6558,0,13,0,1603.5
2017-12-10,mince pies,39,DO Brunch 970 x 250,Programmatic Trade Desk,PKXMZ1_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 970x250,Brunch,DO Brunch 970 x 250,6,4838,1,17,67.34,1513.859999
2017-12-11,christmas pudding,20,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,12,23506,0,55,0,5225.539998
2017-12-11,christmas pudding,20,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,3,4254,0,18,0,1880.619998
2017-12-11,christmas pudding,20,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,3,3870,0,31,0,3104.519998
2017-12-11,christmas pudding,20,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,4,7573,2,45,119.68,4247.949998
2017-12-11,christmas pudding,20,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,11,24780,1,127,70.15,12933.009994
2017-12-11,christmas pudding,20,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,3,4877,0,27,0,2534.22
2017-12-11,christmas pudding,20,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,1,1990,1,10,221.68,1222.92
2017-12-11,christmas pudding,20,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,0,431,0,9,0,1487.15
2017-12-11,christmas pudding,20,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,28,43370,0,63,0,5746.249999
2017-12-11,christmas pudding,20,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,0,7568,0,9,0,1315.95
2017-12-11,christmas pudding,20,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,8,4463,0,7,0,618.85
2017-12-11,christmas pudding,20,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,6,5929,0,10,0,957.389999
2017-12-11,christmas pudding,20,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,5,21247,0,104,0,11072.849998
2017-12-11,christmas pudding,20,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,1,2818,0,26,0,2129.09
2017-12-11,christmas pudding,20,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,3,3096,0,25,0,2262.289999
2017-12-11,christmas pudding,20,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,0,2104,0,11,0,891.089999
2017-12-11,christmas pudding,20,DO Sharing Platters 300 x 250,Programmatic Trade Desk,PKXMY5_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x250,Sharing Platter,DO Sharing Platters 300 x 250,20,48032,0,104,0,9340.21
2017-12-11,christmas pudding,20,DO Sharing Platters 728 x 90,Programmatic Trade Desk,PKXMY6_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 728x90,Sharing Platter,DO Sharing Platters 728 x 90,2,8526,0,21,0,1844.16
2017-12-11,christmas pudding,20,DO Sharing Platters 300 x 600,Programmatic Trade Desk,PKXMY7_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x600,Sharing Platter,DO Sharing Platters 300 x 600,6,5577,0,28,0,2406.68
2017-12-11,christmas pudding,20,DO Sharing Platters 970 x 250,Programmatic Trade Desk,PKXMY8_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 970x250,Sharing Platter,DO Sharing Platters 970 x 250,7,6371,0,14,0,1443.47
2017-12-11,christmas pudding,20,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,18,37799,1,57,138.7,5477.929999
2017-12-11,christmas pudding,20,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,3,8362,0,17,0,1721.7
2017-12-11,christmas pudding,20,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,5,5244,0,19,0,1697.82
2017-12-11,christmas pudding,20,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,5,6491,0,10,0,1124.51
2017-12-11,christmas pudding,20,DO Brunch 300 x 250,Programmatic Trade Desk,PKXMYY_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x250,Brunch,DO Brunch 300 x 250,5,22893,3,109,177.26,10793.279999
2017-12-11,christmas pudding,20,DO Brunch 728 x 90,Programmatic Trade Desk,PKXMYZ_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 728x90,Brunch,DO Brunch 728 x 90,0,4938,0,29,0,2798.82
2017-12-11,christmas pudding,20,DO Brunch 300 x 600,Programmatic Trade Desk,PKXMZ0_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x600,Brunch,DO Brunch 300 x 600,0,2560,0,24,0,2297.15
2017-12-11,christmas pudding,20,DO Brunch 970 x 250,Programmatic Trade Desk,PKXMZ1_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 970x250,Brunch,DO Brunch 970 x 250,3,1776,1,10,103.24,982.249999
2017-12-11,mince pies,32,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,12,23506,0,55,0,5225.539998
2017-12-11,mince pies,32,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,3,4254,0,18,0,1880.619998
2017-12-11,mince pies,32,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,3,3870,0,31,0,3104.519998
2017-12-11,mince pies,32,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,4,7573,2,45,119.68,4247.949998
2017-12-11,mince pies,32,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,11,24780,1,127,70.15,12933.009994
2017-12-11,mince pies,32,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,3,4877,0,27,0,2534.22
2017-12-11,mince pies,32,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,1,1990,1,10,221.68,1222.92
2017-12-11,mince pies,32,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,0,431,0,9,0,1487.15
2017-12-11,mince pies,32,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,28,43370,0,63,0,5746.249999
2017-12-11,mince pies,32,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,0,7568,0,9,0,1315.95
2017-12-11,mince pies,32,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,8,4463,0,7,0,618.85
2017-12-11,mince pies,32,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,6,5929,0,10,0,957.389999
2017-12-11,mince pies,32,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,5,21247,0,104,0,11072.849998
2017-12-11,mince pies,32,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,1,2818,0,26,0,2129.09
2017-12-11,mince pies,32,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,3,3096,0,25,0,2262.289999
2017-12-11,mince pies,32,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,0,2104,0,11,0,891.089999
2017-12-11,mince pies,32,DO Sharing Platters 300 x 250,Programmatic Trade Desk,PKXMY5_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x250,Sharing Platter,DO Sharing Platters 300 x 250,20,48032,0,104,0,9340.21
2017-12-11,mince pies,32,DO Sharing Platters 728 x 90,Programmatic Trade Desk,PKXMY6_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 728x90,Sharing Platter,DO Sharing Platters 728 x 90,2,8526,0,21,0,1844.16
2017-12-11,mince pies,32,DO Sharing Platters 300 x 600,Programmatic Trade Desk,PKXMY7_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x600,Sharing Platter,DO Sharing Platters 300 x 600,6,5577,0,28,0,2406.68
2017-12-11,mince pies,32,DO Sharing Platters 970 x 250,Programmatic Trade Desk,PKXMY8_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 970x250,Sharing Platter,DO Sharing Platters 970 x 250,7,6371,0,14,0,1443.47
2017-12-11,mince pies,32,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,18,37799,1,57,138.7,5477.929999
2017-12-11,mince pies,32,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,3,8362,0,17,0,1721.7
2017-12-11,mince pies,32,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,5,5244,0,19,0,1697.82
2017-12-11,mince pies,32,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,5,6491,0,10,0,1124.51
2017-12-11,mince pies,32,DO Brunch 300 x 250,Programmatic Trade Desk,PKXMYY_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x250,Brunch,DO Brunch 300 x 250,5,22893,3,109,177.26,10793.279999
2017-12-11,mince pies,32,DO Brunch 728 x 90,Programmatic Trade Desk,PKXMYZ_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 728x90,Brunch,DO Brunch 728 x 90,0,4938,0,29,0,2798.82
2017-12-11,mince pies,32,DO Brunch 300 x 600,Programmatic Trade Desk,PKXMZ0_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x600,Brunch,DO Brunch 300 x 600,0,2560,0,24,0,2297.15
2017-12-11,mince pies,32,DO Brunch 970 x 250,Programmatic Trade Desk,PKXMZ1_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 970x250,Brunch,DO Brunch 970 x 250,3,1776,1,10,103.24,982.249999
2017-12-12,christmas pudding,23,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,20,22894,0,51,0,5720.26
2017-12-12,christmas pudding,23,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,1,4244,0,9,0,847.169999
2017-12-12,christmas pudding,23,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,4,4046,0,26,0,2581.599999
2017-12-12,christmas pudding,23,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,7,6838,0,41,0,3970.309999
2017-12-12,christmas pudding,23,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,5,27197,0,95,0,9114.95
2017-12-12,christmas pudding,23,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,1,4387,1,39,86.6,4022.449998
2017-12-12,christmas pudding,23,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,0,1684,0,22,0,1680.95
2017-12-12,christmas pudding,23,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,3,401,0,8,0,734.9
2017-12-12,christmas pudding,23,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,17,48637,0,70,0,6108.589998
2017-12-12,christmas pudding,23,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,3,6842,0,18,0,1518.709999
2017-12-12,christmas pudding,23,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,1,4577,0,13,0,1489.64
2017-12-12,christmas pudding,23,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,7,5735,0,23,0,2258.39
2017-12-12,christmas pudding,23,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,6,23439,0,95,0,9347.919998
2017-12-12,christmas pudding,23,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,0,2338,0,32,0,3012.509999
2017-12-12,christmas pudding,23,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,0,3391,0,19,0,1541.24
2017-12-12,christmas pudding,23,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,1,1604,0,12,0,2057.53
2017-12-12,christmas pudding,23,DO Sharing Platters 300 x 250,Programmatic Trade Desk,PKXMY5_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x250,Sharing Platter,DO Sharing Platters 300 x 250,22,50850,2,123,335.76,11612.53
2017-12-12,christmas pudding,23,DO Sharing Platters 728 x 90,Programmatic Trade Desk,PKXMY6_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 728x90,Sharing Platter,DO Sharing Platters 728 x 90,0,7786,0,24,0,2303.739999
2017-12-12,christmas pudding,23,DO Sharing Platters 300 x 600,Programmatic Trade Desk,PKXMY7_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x600,Sharing Platter,DO Sharing Platters 300 x 600,5,5479,0,36,0,2918.159999
2017-12-12,christmas pudding,23,DO Sharing Platters 970 x 250,Programmatic Trade Desk,PKXMY8_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 970x250,Sharing Platter,DO Sharing Platters 970 x 250,8,5895,0,26,0,2440.159999
2017-12-12,christmas pudding,23,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,23,43823,1,87,200.94,8042.529999
2017-12-12,christmas pudding,23,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,4,7247,0,16,0,1420.33
2017-12-12,christmas pudding,23,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,3,5264,0,20,0,2068.929999
2017-12-12,christmas pudding,23,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,8,5767,0,22,0,1824.1
2017-12-12,christmas pudding,23,DO Brunch 300 x 250,Programmatic Trade Desk,PKXMYY_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x250,Brunch,DO Brunch 300 x 250,11,26845,1,101,136.79,9816.579998
2017-12-12,christmas pudding,23,DO Brunch 728 x 90,Programmatic Trade Desk,PKXMYZ_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 728x90,Brunch,DO Brunch 728 x 90,1,3701,0,27,0,2220.53
2017-12-12,christmas pudding,23,DO Brunch 300 x 600,Programmatic Trade Desk,PKXMZ0_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 300x600,Brunch,DO Brunch 300 x 600,2,2317,0,23,0,2555.68
2017-12-12,christmas pudding,23,DO Brunch 970 x 250,Programmatic Trade Desk,PKXMZ1_Programmatic PHDCPMChristmas brunch  Annalect Custom AudiencesProgrammatic Display 970x250,Brunch,DO Brunch 970 x 250,0,1427,3,15,341.17,1663.91
2017-12-12,mince pies,28,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,20,22894,0,51,0,5720.26
2017-12-12,mince pies,28,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,1,4244,0,9,0,847.169999
2017-12-12,mince pies,28,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,4,4046,0,26,0,2581.599999
2017-12-12,mince pies,28,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,7,6838,0,41,0,3970.309999
2017-12-12,mince pies,28,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,5,27197,0,95,0,9114.95
2017-12-12,mince pies,28,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,1,4387,1,39,86.6,4022.449998
2017-12-12,mince pies,28,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,0,1684,0,22,0,1680.95
2017-12-12,mince pies,28,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,3,401,0,8,0,734.9
2017-12-12,mince pies,28,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,17,48637,0,70,0,6108.589998
2017-12-12,mince pies,28,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,3,6842,0,18,0,1518.709999
2017-12-12,mince pies,28,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,1,4577,0,13,0,1489.64
2017-12-12,mince pies,28,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,7,5735,0,23,0,2258.39
2017-12-12,mince pies,28,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,6,23439,0,95,0,9347.919998
2017-12-12,mince pies,28,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,0,2338,0,32,0,3012.509999
2017-12-12,mince pies,28,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,0,3391,0,19,0,1541.24
2017-12-12,mince pies,28,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,1,1604,0,12,0,2057.53
2017-12-12,mince pies,28,DO Sharing Platters 300 x 250,Programmatic Trade Desk,PKXMY5_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x250,Sharing Platter,DO Sharing Platters 300 x 250,22,50850,2,123,335.76,11612.53
2017-12-12,mince pies,28,DO Sharing Platters 728 x 90,Programmatic Trade Desk,PKXMY6_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 728x90,Sharing Platter,DO Sharing Platters 728 x 90,0,7786,0,24,0,2303.739999
2017-12-12,mince pies,28,DO Sharing Platters 300 x 600,Programmatic Trade Desk,PKXMY7_Programmatic PHDCPMSharing platter Annalect Custom AudiencesProgrammatic Display 300x600,Sharing Platter,DO Sharing Platters 300 x 600,5,5479,0,36,0,2918.159999
