campaign,site_dcm,placement,mission,date,creative,clicks,impressions,click_through_conversions,view_through_conversions,click_through_revenue,view_through_revenue
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-11-29,THINK Gathering 300 x 600,0,890,0,4,0,352.73
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-11-30,THINK Cocktail Party 300x600_Banner1,5,1196,0,2,0,262.52
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-11-30,THINK Dinner Party 300 x 600,1,1127,0,3,0,395.31
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-11-30,THINK Gathering 300 x 600,5,1177,0,5,0,615.95
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-01,THINK Cocktail Party 300x600_Banner1,0,505,0,6,0,1438.38
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-01,THINK Dinner Party 300 x 600,0,469,0,6,0,854.94
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-01,THINK Gathering 300 x 600,0,550,0,6,0,702.59
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-02,THINK Cocktail Party 300x600_Banner1,1,501,0,9,0,1231.96
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-02,THINK Dinner Party 300 x 600,0,484,0,4,0,566.19
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-02,THINK Gathering 300 x 600,1,486,0,3,0,343.98
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-03,THINK Cocktail Party 300x600_Banner1,0,479,0,10,0,870.279999
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-03,THINK Dinner Party 300 x 600,0,489,0,2,0,172.08
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-03,THINK Gathering 300 x 600,1,519,0,9,0,793.07
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-04,THINK Cocktail Party 300x600_Banner1,1,477,2,10,203.7,976.73
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-04,THINK Dinner Party 300 x 600,0,419,0,1,0,116.4
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-04,THINK Gathering 300 x 600,0,486,0,4,0,524.69
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-05,THINK Cocktail Party 300x600_Banner1,2,647,2,8,229.23,620.43
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-05,THINK Dinner Party 300 x 600,3,656,0,5,0,595.76
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-05,THINK Gathering 300 x 600,3,699,0,6,0,529.98
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-06,THINK Cocktail Party 300x600_Banner1,4,2144,0,9,0,927.509999
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-06,THINK Dinner Party 300 x 600,5,2224,0,5,0,440.44
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-06,THINK Gathering 300 x 600,4,2213,0,8,0,1537.55
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-07,THINK Cocktail Party 300x600_Banner1,2,2430,0,7,0,569.7
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-07,THINK Dinner Party 300 x 600,9,2364,0,4,0,452.06
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-07,THINK Gathering 300 x 600,3,2451,0,11,0,1561.739999
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-08,THINK Cocktail Party 300x600_Banner1,2,1810,0,5,0,651.15
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-08,THINK Dinner Party 300 x 600,2,1812,0,3,0,325.79
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-08,THINK Gathering 300 x 600,2,1872,0,7,0,724.08
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-09,THINK Cocktail Party 300x600_Banner1,4,2805,0,5,0,501.6
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-09,THINK Dinner Party 300 x 600,3,2663,0,11,0,950.34
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-09,THINK Gathering 300 x 600,1,2732,0,6,0,591.43
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-10,THINK Cocktail Party 300x600_Banner1,4,1242,0,8,0,976.47
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-10,THINK Dinner Party 300 x 600,5,1177,0,8,0,541.44
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-10,THINK Gathering 300 x 600,5,1168,0,10,0,1129.25
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-11,THINK Cocktail Party 300x600_Banner1,2,914,0,7,0,858.12
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-11,THINK Dinner Party 300 x 600,0,924,0,14,0,1173.05
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-11,THINK Gathering 300 x 600,3,952,0,7,0,838.92
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-12,THINK Cocktail Party 300x600_Banner1,3,1031,1,12,107.2,919.23
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-12,THINK Dinner Party 300 x 600,2,996,0,8,0,514.82
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-12,THINK Gathering 300 x 600,3,1048,0,10,0,1181.589999
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-13,THINK Cocktail Party 300x600_Banner1,4,712,0,12,0,1465.3
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-13,THINK Dinner Party 300 x 600,1,713,0,11,0,1134.36
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-13,THINK Gathering 300 x 600,3,712,0,11,0,978.68
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-14,THINK Cocktail Party 300x600_Banner1,0,942,0,12,0,1349.64
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-14,THINK Dinner Party 300 x 600,4,963,0,7,0,710.93
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-14,THINK Gathering 300 x 600,1,864,0,12,0,1030.82
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-15,THINK Cocktail Party 300x600_Banner1,4,1267,0,6,0,500.61
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-15,THINK Dinner Party 300 x 600,5,1283,0,5,0,582.66
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-15,THINK Gathering 300 x 600,2,1281,0,13,0,1844.619999
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-16,THINK Cocktail Party 300x600_Banner1,3,1510,0,4,0,469.75
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-16,THINK Dinner Party 300 x 600,3,1517,0,8,0,867.62
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-16,THINK Gathering 300 x 600,2,1564,0,9,0,1023.15
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-17,THINK Cocktail Party 300x600_Banner1,4,1700,0,11,0,1274.989999
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-17,THINK Dinner Party 300 x 600,1,1757,0,13,0,1242.97
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-17,THINK Gathering 300 x 600,6,1716,0,11,0,1488.619999
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-18,THINK Cocktail Party 300x600_Banner1,0,1455,0,14,0,1610.179999
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-18,THINK Dinner Party 300 x 600,5,1480,1,7,88.81,681.35
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-18,THINK Gathering 300 x 600,4,1488,0,22,0,2532.6
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-19,THINK Cocktail Party 300x600_Banner1,3,1666,1,9,122.91,1186.58
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-19,THINK Dinner Party 300 x 600,5,1710,0,6,0,609.45
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-19,THINK Gathering 300 x 600,1,1696,0,6,0,1117
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-20,THINK Cocktail Party 300x600_Banner1,5,1593,0,16,0,2067.529999
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-20,THINK Dinner Party 300 x 600,1,1601,0,14,0,1817.85
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-20,THINK Gathering 300 x 600,3,1567,0,11,0,1182.5
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-21,THINK Cocktail Party 300x600_Banner1,4,1431,1,8,41.25,1408.32
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-21,THINK Dinner Party 300 x 600,1,1511,0,11,0,1570.63
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-21,THINK Gathering 300 x 600,3,1418,0,12,0,1791.08
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-22,THINK Cocktail Party 300x600_Banner1,5,1410,0,9,0,1628.75
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-22,THINK Dinner Party 300 x 600,0,1391,0,8,0,1182.31
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-22,THINK Gathering 300 x 600,6,1427,0,5,0,497.35
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-23,THINK Cocktail Party 300x600_Banner1,4,1410,0,0,0,0
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-23,THINK Dinner Party 300 x 600,3,1319,0,1,0,44.7
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-23,THINK Gathering 300 x 600,4,1306,0,2,0,151.24
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-24,THINK Cocktail Party 300x600_Banner1,4,1252,0,1,0,47.94
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-24,THINK Dinner Party 300 x 600,5,1299,0,0,0,0
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-24,THINK Gathering 300 x 600,7,1286,0,1,0,67.12
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-25,THINK Cocktail Party 300x600_Banner1,1,911,1,0,49.1,0
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-25,THINK Dinner Party 300 x 600,3,841,0,0,0,0
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-25,THINK Gathering 300 x 600,2,928,0,0,0,0
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-26,THINK Cocktail Party 300x600_Banner1,2,1011,1,2,93.05,124.1
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-26,THINK Dinner Party 300 x 600,3,984,0,7,0,531.83
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-26,THINK Gathering 300 x 600,2,987,0,10,0,1035.84
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-27,THINK Cocktail Party 300x600_Banner1,3,1058,1,4,43.15,497.43
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-27,THINK Dinner Party 300 x 600,8,1014,0,5,0,355.71
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-27,THINK Gathering 300 x 600,1,976,0,10,0,516.64
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-28,THINK Cocktail Party 300x600_Banner1,7,1046,0,9,0,1067.93
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-28,THINK Dinner Party 300 x 600,1,973,1,9,29.81,567.23
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-28,THINK Gathering 300 x 600,5,1008,0,12,0,1004.44
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-29,THINK Cocktail Party 300x600_Banner1,2,903,1,8,58.4,612.92
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-29,THINK Dinner Party 300 x 600,5,912,1,13,62.27,783.33
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-29,THINK Gathering 300 x 600,1,921,0,7,0,476.2
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-30,THINK Cocktail Party 300x600_Banner1,1,827,0,11,0,1057.08
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-30,THINK Dinner Party 300 x 600,3,808,0,10,0,752.6
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-30,THINK Gathering 300 x 600,4,853,0,5,0,393.92
THINK Cocktail Party 300x600_Banner1,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,Cocktail,2017-12-31,THINK Cocktail Party 300x600_Banner1,0,529,1,5,112.11,282.19
THINK Dinner Party 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-31,THINK Dinner Party 300 x 600,1,540,0,3,0,244.01
THINK Gathering 300 x 600,Ad2One/PHD,PKXMZL_Ad2OneCPMMission TargetingDisplayAV 300x600,NYE,2017-12-31,THINK Gathering 300 x 600,5,548,0,3,0,190.62
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-20,THINK Cocktail Party 728x90_Banner1,0,381,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-20,THINK Dinner Party 728 x 90,0,364,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-20,THINK Gathering 728 x 90,1,351,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-21,THINK Cocktail Party 728x90_Banner1,1,516,0,1,0,140.2
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-21,THINK Dinner Party 728 x 90,2,449,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-21,THINK Gathering 728 x 90,0,440,0,1,0,60.83
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-22,THINK Cocktail Party 728x90_Banner1,0,387,0,1,0,35.4
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-22,THINK Dinner Party 728 x 90,0,360,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-22,THINK Gathering 728 x 90,0,365,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-23,THINK Cocktail Party 728x90_Banner1,2,371,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-23,THINK Dinner Party 728 x 90,0,386,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-23,THINK Gathering 728 x 90,0,435,0,1,0,43.39
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-24,THINK Cocktail Party 728x90_Banner1,0,403,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-24,THINK Dinner Party 728 x 90,1,435,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-24,THINK Gathering 728 x 90,1,373,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-25,THINK Cocktail Party 728x90_Banner1,1,367,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-25,THINK Dinner Party 728 x 90,2,356,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-25,THINK Gathering 728 x 90,0,404,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-26,THINK Cocktail Party 728x90_Banner1,1,343,0,1,0,131.63
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-26,THINK Dinner Party 728 x 90,0,360,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-26,THINK Gathering 728 x 90,0,363,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-27,THINK Cocktail Party 728x90_Banner1,0,599,0,1,0,43.59
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-27,THINK Dinner Party 728 x 90,0,617,0,1,0,128.8
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-27,THINK Gathering 728 x 90,0,581,0,1,0,35
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-28,THINK Cocktail Party 728x90_Banner1,0,574,0,1,0,133.53
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-28,THINK Dinner Party 728 x 90,0,556,0,1,0,41.4
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-28,THINK Gathering 728 x 90,1,589,0,1,0,50.37
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-29,THINK Cocktail Party 728x90_Banner1,0,369,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-29,THINK Dinner Party 728 x 90,0,443,0,2,0,202.6
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-29,THINK Gathering 728 x 90,0,372,0,3,0,174.07
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-11-30,THINK Cocktail Party 728x90_Banner1,0,397,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-30,THINK Dinner Party 728 x 90,0,413,0,2,0,98.8
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-11-30,THINK Gathering 728 x 90,0,362,0,3,0,348.29
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-01,THINK Cocktail Party 728x90_Banner1,0,46,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-01,THINK Dinner Party 728 x 90,0,49,0,2,0,91.3
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-01,THINK Gathering 728 x 90,0,51,0,0,0,0
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-02,THINK Cocktail Party 728x90_Banner1,0,0,0,4,0,353.75
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-02,THINK Dinner Party 728 x 90,0,0,0,3,0,167.15
